解放	かいほう
ともかく	ともかく
箱	はこ
追いかける	おいかける
真っ赤	まっか
見事	みごと
ほんと	ほんと
絵	え
でございます	でございます
あああ	あああ
おはよう	おはよう
嫌う	きらう
破壊	はかい
壊れる	こわれる
拾う	ひろう
今夜	こんや
囲む	かこむ
知り合い	しりあい
単純	たんじゅん
船	ふね
中身	なかみ
系	けい
とんでもない	とんでもない
なりに	なりに
辺り	あたり
完璧	かんぺき
脱ぐ	ぬぐ
全力	ぜんりょく
無言	むごん
へえ	へえ
門	もん
仲良く	なかよく
技術	ぎじゅつ
それじゃあ	それじゃあ
殴る	なぐる
大量	たいりょう
沈黙	ちんもく
感触	かんしょく
思考	しこう
どころか	どころか
試す	ためす
島	しま
ということだ	ということだ
言い方	いいかた
会社	かいしゃ
経つ	たつ
やっぱ	やっぱ
趣味	しゅみ
張る	はる
主	ぬし
紙	かみ
隙	すき
何者	なにもの
ふん	ふん
いよいよ	いよいよ
従う	したがう
異常	いじょう
中央	ちゅうおう
久しぶり	ひさしぶり
正体	しょうたい
長	ちょう
戦争	せんそう
穏やか	おだやか
なんとなく	なんとなく
左右	さゆう
吸う	すう
柔らかい	やわらかい
構える	かまえる
ただし	ただし
赤	あか
授業	じゅぎょう
ゆく	ゆく
式	しき
何もない	なにもない
そんなもの	そんなもの
しれる	しれる
不可能	ふかのう
投げる	なげる
no	data
no	data
洗う	あらう
見守る	みまもる
焼く	やく
天井	てんじょう
鳥	とり
思いつく	おもいつく
あっさり	あっさり
男の子	おとこのこ
雪	ゆき
ふざける	ふざける
確信	かくしん
イメージ	イメージ
わけにはいかない	わけにはいかない
この世	このよ
悲鳴	ひめい
辛い	つらい
こ	こ
話題	わだい
認識	にんしき
振り向く	ふりむく
あまりにも	あまりにも
申し訳ない	もうしわけない
わあ	わあ
化する	かする
焦る	あせる
問題ない	もんだいない
突っ込む	つっこむ
制服	せいふく
やってみる	やってみる
もうすぐ	もうすぐ
驚き	おどろき
許可	きょか
映る	うつる
壊す	こわす
きちんと	きちんと
あっち	あっち
